,age,male,educ,hhsize,hhveh,hhinc,auto_time,auto_cost,train_time,train_cost,active_time,mode
2794,63,1,6,2,1,8,15.55,6.612333333333333,28.533333333333335,2.6083333333333334,44.333333333333336,2
2795,63,1,6,2,1,8,11.316666666666666,5.164,23.933333333333334,2.2583333333333333,26.891666666666666,2
2796,63,1,6,2,1,8,5.516666666666667,5.672666666666667,26.85,2.6,17.275000000000002,0
2797,63,1,6,2,1,8,9.566666666666666,5.019,32.78333333333333,2.091666666666667,24.033333333333335,0
2798,63,1,6,2,1,8,9.533333333333333,5.019,32.65,2.05,22.208333333333332,0
2799,48,1,5,3,2,10,10.866666666666667,6.537,25.983333333333334,2.6416666666666666,44.166666666666664,1
2800,48,1,5,3,2,10,24.166666666666668,15.847666666666665,42.93333333333333,2.725,144.74166666666667,1
2801,48,1,5,3,2,10,15.5,10.085,37.63333333333333,2.433333333333333,92.68333333333334,1
2802,48,1,5,3,2,10,15.0,11.040000000000001,56.166666666666664,2.3333333333333335,65.01666666666667,0
2803,48,1,5,3,2,10,12.783333333333333,6.612000000000001,38.65,2.816666666666667,47.125,0
2804,48,1,5,3,2,10,10.633333333333333,5.734,25.8,2.65,36.59166666666667,1
2805,46,1,5,2,0,10,11.866666666666667,5.018666666666666,19.866666666666667,2.1416666666666666,31.633333333333333,2
2806,46,1,5,2,0,10,4.416666666666667,6.622333333333333,9.65,2.408333333333333,9.9,2
2807,46,1,5,2,0,10,12.816666666666666,6.5553333333333335,27.766666666666666,2.716666666666667,48.41666666666667,2
2808,46,1,5,2,0,10,3.716666666666667,6.572333333333334,10.266666666666667,2.408333333333333,7.058333333333334,2
2809,46,1,5,2,0,10,15.8,6.8886666666666665,14.916666666666666,2.0833333333333335,54.94166666666667,2
2810,46,1,5,2,0,10,3.1333333333333333,6.572333333333334,10.483333333333333,2.408333333333333,7.641666666666666,2
2811,46,1,5,2,0,10,12.65,6.583666666666667,31.166666666666668,2.7333333333333334,48.083333333333336,2
2812,46,1,5,2,0,10,14.783333333333333,6.347333333333332,20.166666666666668,2.625,42.75,2
2813,46,1,5,2,0,10,18.616666666666667,5.751,21.166666666666668,2.575,19.175,2
2814,46,1,5,2,0,10,6.9,6.544,19.1,2.5083333333333333,16.55,2
2815,46,1,5,2,0,10,6.583333333333333,5.306,25.883333333333333,2.6083333333333334,19.266666666666666,2
2816,46,1,5,2,0,10,5.616666666666666,6.489,21.966666666666665,2.5083333333333333,14.866666666666665,2
2817,46,1,5,2,0,10,8.816666666666666,5.135666666666667,18.1,2.091666666666667,30.666666666666664,2
2818,46,1,5,2,0,10,16.066666666666666,6.544,20.1,2.575,13.991666666666667,2
